Line,Station,East_KKJ,North_KKJ,Lon_Intl24,Lat_Intl24,Elev_m,Orig_Boug267,Terr_corr,Curv_corr,Boug310,TC_Boug310,TC+Curv310
171,500499,3500499,7511000,27.0117702,67.6855011,223.28,-21.92,0.023,0.309,-25.877,-25.85,-26.16
171,500520,3500520,7511000,27.0122662,67.6855011,223.31,-21.98,0.023,0.309,-25.942,-25.915,-26.224
171,500540,3500540,7511000,27.0127392,67.6855011,223.24,-22.04,0.024,0.309,-26,-25.973,-26.282
171,500560,3500560,7511000,27.0132103,67.6855011,223.29,-22.05,0.024,0.309,-26.027,-25.999,-26.309
171,500580,3500580,7511000,27.0136814,67.6855011,223.25,-22.06,0.024,0.309,-26.041,-26.012,-26.322
171,500600,3500600,7511000,27.0141544,67.6855011,223.15,-22.01,0.025,0.309,-26.01,-25.98,-26.29
171,500620,3500620,7511000,27.0146255,67.6855011,223.3,-21.95,0.025,0.309,-25.981,-25.951,-26.261
171,500640,3500640,7511000,27.0150967,67.6855011,223.3,-21.97,0.026,0.309,-25.994,-25.964,-26.274
171,500660,3500660,7511000,27.0155697,67.6855011,223.31,-22.04,0.026,0.309,-26.057,-26.027,-26.336
171,500680,3500680,7511000,27.0160408,67.6855011,223.33,-22.13,0.027,0.31,-26.157,-26.125,-26.435
171,500700,3500700,7511000,27.0165138,67.6855011,223.28,-22.3,0.028,0.309,-26.312,-26.28,-26.589
171,500720,3500720,7511000,27.0169849,67.6855011,223.39,-22.52,0.028,0.31,-26.515,-26.482,-26.792
171,500740,3500740,7511000,27.017458,67.6855011,223.48,-22.72,0.029,0.31,-26.717,-26.684,-26.993
171,500760,3500760,7511000,27.0179291,67.6855011,223.48,-22.96,0.03,0.31,-26.932,-26.898,-27.207
171,500780,3500780,7511000,27.0184002,67.6855011,223.51,-23.16,0.031,0.31,-27.114,-27.078,-27.388
171,500800,3500800,7511000,27.0188732,67.6855011,223.46,-23.27,0.032,0.31,-27.223,-27.186,-27.495
171,500820,3500820,7511000,27.0193443,67.6855011,223.51,-23.39,0.033,0.31,-27.334,-27.295,-27.605
171,500840,3500840,7511000,27.0198154,67.6855011,223.49,-23.48,0.035,0.31,-27.415,-27.375,-27.685
171,500860,3500860,7511000,27.0202885,67.6855011,223.51,-23.49,0.037,0.31,-27.447,-27.405,-27.714
171,500880,3500880,7511000,27.0207596,67.6855011,223.89,-23.51,0.037,0.31,-27.48,-27.437,-27.747
171,500900,3500900,7511000,27.0212307,67.6855011,223.99,-23.5,0.039,0.31,-27.473,-27.427,-27.737
171,500920,3500920,7511000,27.0217037,67.6855011,224.82,-23.41,0.038,0.311,-27.415,-27.37,-27.682
171,500940,3500940,7511000,27.0221748,67.6855011,224.89,-23.35,0.04,0.312,-27.351,-27.305,-27.617
171,500960,3500960,7511000,27.022646,67.6855011,225.21,-23.24,0.041,0.312,-27.257,-27.209,-27.521
171,500980,3500980,7511000,27.0231171,67.6855011,225.46,-23.13,0.043,0.312,-27.159,-27.109,-27.422
171,500999,3500999,7511000,27.0235672,67.6855011,225.9,-23.02,0.044,0.313,-27.066,-27.015,-27.328
171,501019,3501019,7511000,27.0240383,67.6855011,226.2,-22.93,0.046,0.313,-26.986,-26.933,-27.246
171,501039,3501039,7511000,27.0245113,67.6855011,226.51,-22.9,0.048,0.314,-26.944,-26.889,-27.202
171,501059,3501059,7511000,27.0249825,67.6855011,226.71,-22.91,0.051,0.314,-26.936,-26.876,-27.19
171,501079,3501079,7511000,27.0254536,67.6855011,227.08,-22.88,0.054,0.314,-26.929,-26.865,-27.18
171,501099,3501099,7511000,27.0259247,67.6855011,227.3,-22.84,0.06,0.315,-26.926,-26.857,-27.172
171,501119,3501119,7511000,27.0263977,67.6855011,227.86,-22.87,0.064,0.315,-26.952,-26.878,-27.193
171,501139,3501139,7511000,27.0268688,67.6855011,228.65,-22.86,0.069,0.316,-26.947,-26.867,-27.183
171,501159,3501159,7511000,27.0273399,67.6855011,229.81,-22.87,0.073,0.318,-26.963,-26.879,-27.197
171,501179,3501179,7511000,27.027813,67.6855011,231.1,-22.79,0.076,0.32,-26.934,-26.846,-27.165
171,501199,3501199,7511000,27.0282841,67.6855011,232.55,-22.73,0.078,0.322,-26.902,-26.811,-27.133
171,501219,3501219,7511000,27.0287552,67.6855011,233.59,-22.73,0.082,0.323,-26.893,-26.797,-27.12
171,501239,3501239,7511000,27.0292282,67.6855011,234.96,-22.66,0.087,0.325,-26.87,-26.77,-27.094
171,501258,3501258,7511000,27.0296764,67.6855011,236.24,-22.57,0.094,0.326,-26.824,-26.715,-27.042
171,501278,3501278,7511000,27.0301476,67.6855011,239.16,-22.61,0.096,0.33,-26.885,-26.773,-27.103
171,501298,3501298,7511000,27.0306206,67.6855011,241.23,-22.53,0.093,0.333,-26.872,-26.764,-27.097
171,501318,3501318,7511000,27.0310917,67.6855011,243.25,-22.54,0.092,0.335,-26.897,-26.79,-27.125
171,501338,3501338,7511000,27.0315628,67.6855011,244.27,-22.49,0.084,0.337,-26.87,-26.772,-27.109
171,501358,3501358,7511000,27.0320358,67.6855011,245.09,-22.4,0.08,0.338,-26.815,-26.722,-27.06
171,501378,3501378,7511000,27.0325069,67.6855011,245.89,-22.35,0.076,0.339,-26.783,-26.694,-27.033
171,501398,3501398,7511000,27.0329781,67.6855011,246.57,-22.21,0.073,0.34,-26.701,-26.615,-26.955
171,501418,3501418,7511000,27.0334492,67.6855011,247.03,-22.34,0.07,0.34,-26.786,-26.704,-27.044
171,501438,3501438,7511000,27.0339222,67.6855011,247.76,-22.28,0.069,0.341,-26.769,-26.688,-27.03
171,501458,3501458,7511000,27.0343952,67.6855011,248.19,-22.34,0.067,0.342,-26.801,-26.723,-27.065
171,501478,3501478,7511000,27.0348663,67.6855011,248.8,-22.34,0.067,0.343,-26.801,-26.724,-27.066
171,501499,3501499,7511000,27.0353622,67.6855011,249.26,-22.24,0.066,0.343,-26.738,-26.662,-27.006
171,501519,3501519,7511000,27.0358334,67.6855011,249.84,-22.22,0.066,0.344,-26.697,-26.621,-26.965
171,501539,3501539,7511000,27.0363045,67.6855011,250.48,-22,0.066,0.345,-26.541,-26.465,-26.809
171,501559,3501559,7511000,27.0367756,67.6855011,251.06,-21.98,0.066,0.345,-26.531,-26.454,-26.8
171,501579,3501579,7511000,27.0372486,67.6855011,251.55,-21.92,0.066,0.346,-26.515,-26.438,-26.785
171,501599,3501599,7511000,27.0377216,67.6855011,251.98,-22.05,0.066,0.347,-26.595,-26.518,-26.865
171,501619,3501619,7511000,27.0381927,67.6855011,252.14,-22.02,0.065,0.347,-26.564,-26.488,-26.835
171,501638,3501638,7511000,27.038641,67.6855011,252.38,-22.14,0.065,0.347,-26.63,-26.554,-26.901
171,501658,3501658,7511000,27.0391121,67.6855011,252.57,-22.1,0.065,0.347,-26.61,-26.534,-26.881
171,501678,3501678,7511000,27.0395832,67.6855011,252.38,-22.03,0.065,0.347,-26.552,-26.477,-26.824
171,501698,3501698,7511000,27.0400562,67.6855011,252.72,-21.85,0.066,0.348,-26.423,-26.347,-26.694
171,501718,3501718,7511000,27.0405273,67.6855011,252.63,-21.75,0.067,0.348,-26.308,-26.23,-26.578
171,501738,3501738,7511000,27.0409985,67.6855011,252.66,-21.59,0.068,0.348,-26.169,-26.09,-26.437
171,501757,3501757,7511000,27.0414486,67.6854935,252.85,-21.47,0.07,0.348,-26.078,-25.997,-26.345
171,501777,3501777,7511000,27.0419197,67.6854935,252.97,-21.5,0.073,0.348,-26.078,-25.994,-26.342
171,501797,3501797,7511000,27.0423908,67.6854935,253.27,-21.46,0.076,0.348,-26.065,-25.977,-26.325
171,501817,3501817,7511000,27.0428638,67.6854935,253.34,-21.34,0.08,0.348,-25.992,-25.899,-26.247
171,501837,3501837,7511000,27.043335,67.6854935,253.97,-21.44,0.085,0.349,-26.039,-25.941,-26.29
171,501857,3501857,7511000,27.0438061,67.6854935,254.69,-21.46,0.091,0.35,-26.058,-25.953,-26.303
171,501876,3501876,7511000,27.0442562,67.6854935,255.57,-21.34,0.097,0.351,-25.994,-25.88,-26.232
171,501896,3501896,7511000,27.0447273,67.6854935,257.48,-21.34,0.107,0.354,-26.011,-25.887,-26.241
171,501916,3501916,7511000,27.0451984,67.6854935,258.4,-21.27,0.109,0.355,-25.981,-25.855,-26.209
171,501936,3501936,7511000,27.0456715,67.6854935,259.27,-21.25,0.113,0.356,-25.981,-25.85,-26.206
171,501956,3501956,7511000,27.0461426,67.6854935,260.04,-21.26,0.118,0.357,-25.993,-25.856,-26.213
171,501976,3501976,7511000,27.0466137,67.6854935,260.76,-21.34,0.124,0.358,-26.036,-25.892,-26.25
171,501999,3501999,7511000,27.0471573,67.6854935,261.71,-21.26,0.132,0.359,-26.026,-25.873,-26.232
171,502020,3502020,7511000,27.0476513,67.6854935,262.46,-21.23,0.138,0.36,-26.024,-25.864,-26.224
171,502040,3502040,7511000,27.0481243,67.6854935,263.21,-21.27,0.144,0.361,-26.063,-25.895,-26.256
171,502060,3502060,7511000,27.0485954,67.6854935,264.04,-21.33,0.152,0.362,-26.119,-25.943,-26.306
171,502080,3502080,7511000,27.0490665,67.6854935,264.38,-21.31,0.156,0.363,-26.119,-25.938,-26.301
171,502100,3502100,7511000,27.0495396,67.6854935,264.64,-21.38,0.161,0.363,-26.169,-25.981,-26.344
171,502120,3502120,7511000,27.0500107,67.6854935,264.78,-21.52,0.166,0.363,-26.255,-26.062,-26.425
171,502140,3502140,7511000,27.0504837,67.6854935,265.34,-21.57,0.175,0.364,-26.311,-26.108,-26.472
171,502160,3502160,7511000,27.0509548,67.6854935,264.84,-21.59,0.177,0.363,-26.331,-26.126,-26.489
171,502180,3502180,7511000,27.0514278,67.6854935,264.11,-21.63,0.18,0.362,-26.358,-26.15,-26.512
171,502200,3502200,7511000,27.051899,67.6854935,263.86,-21.62,0.185,0.362,-26.371,-26.156,-26.518
171,502220,3502220,7511000,27.0523701,67.6854935,263.2,-21.64,0.19,0.361,-26.387,-26.166,-26.527
171,502240,3502240,7511000,27.0528431,67.6854935,263.48,-21.75,0.195,0.361,-26.462,-26.236,-26.597
171,502260,3502260,7511000,27.0533142,67.6854935,263.36,-21.81,0.201,0.361,-26.493,-26.26,-26.621
171,502280,3502280,7511000,27.0537853,67.6854935,262.93,-21.75,0.208,0.361,-26.464,-26.223,-26.584
171,502300,3502300,7511000,27.0542564,67.6854935,262.47,-21.85,0.215,0.36,-26.541,-26.292,-26.652
171,502320,3502320,7511000,27.0547295,67.6854935,262.57,-21.79,0.22,0.36,-26.526,-26.27,-26.63
171,502340,3502340,7511000,27.0552006,67.6854935,262.13,-21.88,0.226,0.36,-26.566,-26.303,-26.663
171,502360,3502360,7511000,27.0556717,67.6854935,261.94,-21.8,0.23,0.359,-26.518,-26.251,-26.61
171,502380,3502380,7511000,27.0561447,67.6854935,262.15,-21.86,0.234,0.36,-26.586,-26.314,-26.673
171,502400,3502400,7511000,27.0566158,67.6854935,261.16,-21.9,0.236,0.358,-26.622,-26.348,-26.706
171,502420,3502420,7511000,27.0570869,67.6854935,260.51,-21.98,0.235,0.358,-26.685,-26.412,-26.77
171,502440,3502440,7511000,27.05756,67.6854935,260.26,-21.91,0.233,0.357,-26.638,-26.368,-26.725
171,502460,3502460,7511000,27.0580311,67.6854935,259.61,-21.97,0.23,0.356,-26.647,-26.38,-26.736
171,502480,3502480,7511000,27.0585041,67.6854935,259.35,-21.82,0.23,0.356,-26.562,-26.295,-26.651
171,502499,3502499,7511000,27.0589523,67.6854935,258.26,-21.8,0.228,0.355,-26.535,-26.27,-26.625
171,502520,3502520,7511000,27.0594482,67.6854935,256.87,-21.87,0.228,0.353,-26.56,-26.295,-26.648
171,502540,3502540,7511000,27.0599194,67.6854935,255.61,-21.93,0.234,0.351,-26.601,-26.329,-26.68
171,502560,3502560,7511000,27.0603905,67.6854935,252.54,-22.12,0.232,0.347,-26.695,-26.427,-26.774
171,502580,3502580,7511000,27.0608635,67.6854935,250.49,-22.2,0.221,0.345,-26.726,-26.47,-26.814
171,502600,3502600,7511000,27.0613346,67.6854935,249.21,-22.32,0.205,0.343,-26.789,-26.551,-26.894
171,502620,3502620,7511000,27.0618057,67.6854935,248.14,-22.35,0.189,0.342,-26.805,-26.586,-26.928
171,502640,3502640,7511000,27.0622787,67.6854935,247.44,-22.39,0.173,0.341,-26.836,-26.635,-26.976
171,502660,3502660,7511000,27.0627499,67.6854858,246.52,-22.37,0.161,0.34,-26.836,-26.649,-26.989
171,502680,3502680,7511000,27.063221,67.6854858,245.56,-22.46,0.151,0.338,-26.887,-26.712,-27.05
171,502700,3502700,7511000,27.063694,67.6854858,244.32,-22.45,0.143,0.337,-26.866,-26.701,-27.037
171,502720,3502720,7511000,27.0641651,67.6854858,243.68,-22.49,0.134,0.336,-26.895,-26.74,-27.076
171,502740,3502740,7511000,27.0646362,67.6854858,242.66,-22.47,0.128,0.335,-26.891,-26.743,-27.078
171,502760,3502760,7511000,27.0651073,67.6854858,242.42,-22.59,0.119,0.334,-26.966,-26.828,-27.163
171,502780,3502780,7511000,27.0655804,67.6854858,242.35,-22.7,0.111,0.334,-27.03,-26.901,-27.235
171,502800,3502800,7511000,27.0660515,67.6854858,242.1,-22.74,0.108,0.334,-27.051,-26.926,-27.26
171,502820,3502820,7511000,27.0665245,67.6854858,242.37,-22.7,0.105,0.334,-27.047,-26.925,-27.259
171,502840,3502840,7511000,27.0669975,67.6854858,243.56,-22.8,0.1,0.336,-27.137,-27.021,-27.357
171,502860,3502860,7511000,27.0674686,67.6854858,244.93,-22.77,0.098,0.338,-27.153,-27.039,-27.377
171,502880,3502880,7511000,27.0679398,67.6854858,246.75,-22.72,0.097,0.34,-27.174,-27.062,-27.402
171,502900,3502900,7511000,27.0684128,67.6854858,248.02,-22.69,0.101,0.342,-27.194,-27.076,-27.418
171,502920,3502920,7511000,27.0688839,67.6854858,250.59,-22.79,0.111,0.345,-27.316,-27.186,-27.531
171,502940,3502940,7511000,27.069355,67.6854858,250.68,-22.78,0.103,0.345,-27.331,-27.211,-27.556
171,502960,3502960,7511000,27.0698261,67.6854858,250.71,-22.82,0.102,0.345,-27.375,-27.256,-27.601
171,502980,3502980,7511000,27.0702991,67.6854858,250.35,-22.92,0.101,0.345,-27.448,-27.331,-27.675
171,502999,3502999,7511000,27.0707455,67.6854858,249.87,-23,0.1,0.344,-27.506,-27.39,-27.734
171,503020,3503020,7511000,27.0712414,67.6854858,248.92,-23.04,0.098,0.343,-27.537,-27.423,-27.766
171,503040,3503040,7511000,27.0717144,67.6854858,248.26,-23.11,0.098,0.342,-27.584,-27.47,-27.812
171,503060,3503060,7511000,27.0721855,67.6854858,247.11,-23.13,0.095,0.34,-27.587,-27.477,-27.817
171,503080,3503080,7511000,27.0726566,67.6854858,246.34,-23.21,0.095,0.339,-27.638,-27.528,-27.867
171,503100,3503100,7511000,27.0731297,67.6854858,245.31,-23.27,0.094,0.338,-27.685,-27.576,-27.914
171,503120,3503120,7511000,27.0736008,67.6854858,244.11,-23.36,0.093,0.337,-27.745,-27.636,-27.973
171,503140,3503140,7511000,27.0740719,67.6854858,242.44,-23.41,0.089,0.334,-27.764,-27.66,-27.994
171,503160,3503160,7511000,27.0745449,67.6854858,240.91,-23.48,0.084,0.332,-27.791,-27.693,-28.025
171,503180,3503180,7511000,27.075016,67.6854858,239.72,-23.63,0.081,0.331,-27.878,-27.784,-28.115
171,503200,3503200,7511000,27.075489,67.6854858,238.66,-23.7,0.077,0.329,-27.924,-27.835,-28.164
171,503220,3503220,7511000,27.0759602,67.6854858,237.64,-23.77,0.074,0.328,-27.976,-27.891,-28.219
171,503240,3503240,7511000,27.0764332,67.6854858,236.67,-23.79,0.073,0.327,-28.003,-27.919,-28.246
171,503260,3503260,7511000,27.0769043,67.6854858,235.07,-23.89,0.071,0.325,-28.062,-27.98,-28.304
171,503280,3503280,7511000,27.0773754,67.6854858,234.3,-24,0.068,0.324,-28.126,-28.047,-28.371
171,503300,3503300,7511000,27.0778484,67.6854858,234.41,-23.96,0.066,0.324,-28.13,-28.053,-28.377
171,503320,3503320,7511000,27.0783195,67.6854858,235.5,-23.87,0.068,0.325,-28.109,-28.03,-28.356
171,503340,3503340,7511000,27.0787907,67.6854782,237.23,-23.89,0.08,0.328,-28.164,-28.07,-28.398
171,503360,3503360,7511000,27.0792637,67.6854782,236.54,-23.89,0.078,0.327,-28.169,-28.079,-28.406
171,503380,3503380,7511000,27.0797348,67.6854782,235.48,-23.89,0.078,0.325,-28.168,-28.078,-28.403
171,503400,3503400,7511000,27.0802059,67.6854782,234.02,-23.94,0.074,0.323,-28.186,-28.1,-28.424
171,503420,3503420,7511000,27.080677,67.6854782,233,-23.99,0.074,0.322,-28.206,-28.119,-28.442
171,503440,3503440,7511000,27.0811501,67.6854782,231.81,-23.95,0.074,0.321,-28.182,-28.095,-28.416
171,503460,3503460,7511000,27.0816212,67.6854782,230.63,-24.04,0.075,0.319,-28.245,-28.158,-28.477
171,503480,3503480,7511000,27.0820923,67.6854782,229.27,-24.08,0.075,0.317,-28.276,-28.189,-28.506
171,503499,3503499,7511000,27.0825424,67.6854782,227.7,-24.17,0.074,0.315,-28.327,-28.241,-28.557
171,503514,3503514,7511000,27.0828953,67.6854782,227.02,-24.22,0.073,0.314,-28.36,-28.275,-28.59
171,503534,3503534,7511000,27.0833664,67.6854782,226.17,-24.32,0.074,0.313,-28.422,-28.337,-28.65
171,503554,3503554,7511000,27.0838394,67.6854782,224.86,-24.37,0.076,0.312,-28.457,-28.369,-28.68
171,503574,3503574,7511000,27.0843105,67.6854782,223.01,-24.41,0.074,0.309,-28.48,-28.393,-28.702
171,503595,3503595,7511000,27.0848064,67.6854782,221.6,-24.51,0.073,0.307,-28.542,-28.457,-28.764
171,503615,3503615,7511000,27.0852776,67.6854782,219.92,-24.63,0.073,0.305,-28.607,-28.523,-28.828
171,503635,3503635,7511000,27.0857506,67.6854782,218.77,-24.72,0.07,0.304,-28.668,-28.586,-28.89
171,503655,3503655,7511000,27.0862217,67.6854782,217.5,-24.79,0.069,0.302,-28.706,-28.626,-28.928
171,503676,3503676,7511000,27.0867176,67.6854782,216.39,-24.92,0.067,0.3,-28.772,-28.695,-28.995
171,503696,3503696,7511000,27.0871887,67.6854782,215.3,-24.93,0.066,0.299,-28.802,-28.725,-29.024
171,503716,3503716,7511000,27.0876617,67.6854782,213.41,-24.99,0.07,0.297,-28.843,-28.762,-29.058
171,503736,3503736,7511000,27.0881329,67.6854782,212.77,-25.22,0.063,0.296,-28.996,-28.922,-29.218
171,503757,3503757,7511000,27.0886269,67.6854782,212.81,-25.22,0.056,0.296,-29.036,-28.971,-29.267
171,503777,3503777,7511000,27.0890999,67.6854782,213.04,-25.26,0.05,0.296,-29.082,-29.024,-29.32
171,503797,3503797,7511000,27.0895729,67.6854782,212.64,-25.24,0.048,0.296,-29.086,-29.03,-29.326
171,503817,3503817,7511000,27.090044,67.6854782,212.64,-25.26,0.045,0.296,-29.13,-29.078,-29.373
171,503838,3503838,7511000,27.090538,67.6854782,212.47,-25.29,0.043,0.295,-29.182,-29.133,-29.428
171,503858,3503858,7511000,27.0910091,67.6854782,212.51,-25.29,0.04,0.295,-29.211,-29.164,-29.46
171,503878,3503878,7511000,27.0914822,67.6854782,212.44,-25.38,0.038,0.295,-29.29,-29.245,-29.541
171,503898,3503898,7511000,27.0919533,67.6854782,212.27,-25.37,0.037,0.295,-29.316,-29.273,-29.568
171,503919,3503919,7511000,27.0924492,67.6854782,212.48,-25.53,0.034,0.295,-29.42,-29.38,-29.675
171,503939,3503939,7511000,27.0929222,67.6854782,212.56,-25.72,0.033,0.295,-29.542,-29.503,-29.799
171,503959,3503959,7511000,27.0933933,67.6854782,212.25,-25.79,0.032,0.295,-29.596,-29.559,-29.854
171,503979,3503979,7511000,27.0938644,67.6854782,212.22,-25.81,0.031,0.295,-29.634,-29.598,-29.893
171,503999,3503999,7511000,27.0943356,67.6854782,212.37,-25.99,0.03,0.295,-29.77,-29.735,-30.03
171,504021,3504021,7511000,27.0948544,67.6854782,211.88,-26,0.03,0.295,-29.804,-29.77,-30.064
171,504041,3504041,7511000,27.0953274,67.6854782,211.86,-26.04,0.029,0.294,-29.841,-29.808,-30.103
171,504061,3504061,7511000,27.0958004,67.6854782,211.77,-26.11,0.028,0.294,-29.884,-29.852,-30.146
171,504081,3504081,7511000,27.0962715,67.6854782,211.73,-26.11,0.027,0.294,-29.879,-29.848,-30.142
171,504101,3504101,7511000,27.0967445,67.6854782,211.92,-26.06,0.026,0.295,-29.847,-29.817,-30.111
171,504121,3504121,7511000,27.0972157,67.6854782,212,-25.96,0.025,0.295,-29.777,-29.748,-30.042
171,504141,3504141,7511000,27.0976868,67.6854782,212.45,-25.87,0.024,0.295,-29.711,-29.683,-29.978
171,504161,3504161,7511000,27.0981579,67.6854782,212.73,-25.75,0.023,0.296,-29.624,-29.597,-29.892
171,504181,3504181,7511000,27.0986309,67.6854782,213.05,-25.65,0.022,0.296,-29.556,-29.531,-29.827
171,504201,3504201,7511000,27.099102,67.6854782,213.26,-25.61,0.021,0.296,-29.536,-29.511,-29.807
171,504221,3504221,7511000,27.0995731,67.6854782,213.32,-25.56,0.021,0.296,-29.508,-29.484,-29.78
171,504241,3504241,7511000,27.1000462,67.6854782,213.25,-25.59,0.021,0.296,-29.529,-29.505,-29.801
171,504260,3504260,7511000,27.1004944,67.6854782,213.2,-25.66,0.021,0.296,-29.576,-29.552,-29.849
171,504280,3504280,7511000,27.1009655,67.6854782,212.86,-25.68,0.02,0.296,-29.591,-29.568,-29.863
171,504300,3504300,7511000,27.1014385,67.6854782,212.57,-25.73,0.02,0.295,-29.62,-29.597,-29.893
171,504320,3504320,7511000,27.1019096,67.6854782,212.45,-25.84,0.02,0.295,-29.677,-29.654,-29.949
171,504340,3504340,7511000,27.1023808,67.6854782,212.1,-25.81,0.02,0.295,-29.658,-29.636,-29.93
171,504360,3504360,7511000,27.1028538,67.6854782,212.04,-25.77,0.019,0.295,-29.645,-29.623,-29.918
171,504380,3504380,7511000,27.1033249,67.6854706,211.71,-25.79,0.019,0.294,-29.649,-29.626,-29.921
171,504400,3504400,7511000,27.103796,67.6854706,211.43,-25.73,0.019,0.294,-29.613,-29.59,-29.884
171,504420,3504420,7511000,27.104269,67.6854706,210.98,-25.66,0.019,0.293,-29.563,-29.54,-29.833
171,504440,3504440,7511000,27.1047401,67.6854706,210.69,-25.66,0.019,0.293,-29.555,-29.532,-29.825
171,504460,3504460,7511000,27.1052113,67.6854706,210.49,-25.7,0.019,0.293,-29.568,-29.545,-29.838
171,504480,3504480,7511000,27.1056843,67.6854706,209.72,-25.71,0.02,0.292,-29.558,-29.535,-29.827
171,504499,3504499,7511000,27.1061325,67.6854706,209.61,-25.73,0.019,0.292,-29.573,-29.551,-29.843
171,504520,3504520,7511000,27.1066265,67.6854706,209.04,-25.75,0.019,0.291,-29.592,-29.57,-29.861
171,504540,3504540,7511000,27.1070976,67.6854706,208.42,-25.82,0.019,0.29,-29.644,-29.622,-29.912
171,504560,3504560,7511000,27.1075706,67.6854706,208.28,-25.95,0.018,0.29,-29.753,-29.732,-30.022
171,504580,3504580,7511000,27.1080418,67.6854706,208.1,-26.09,0.018,0.29,-29.874,-29.853,-30.142
171,504600,3504600,7511000,27.1085148,67.6854706,208.08,-26.21,0.018,0.29,-29.983,-29.962,-30.252
171,504620,3504620,7511000,27.1089878,67.6854706,207.8,-26.28,0.018,0.289,-30.039,-30.019,-30.308
171,504640,3504640,7511000,27.1094589,67.6854706,207.58,-26.34,0.018,0.289,-30.056,-30.035,-30.324
171,504660,3504660,7511000,27.10993,67.6854706,207.11,-26.25,0.018,0.288,-29.979,-29.958,-30.246
171,504680,3504680,7511000,27.1104031,67.6854706,206.58,-26.15,0.019,0.288,-29.89,-29.868,-30.155
171,504700,3504700,7511000,27.1108742,67.6854706,205.98,-26.03,0.021,0.287,-29.797,-29.773,-30.059
171,504720,3504720,7511000,27.1113453,67.6854706,204.92,-25.96,0.026,0.285,-29.734,-29.704,-29.989
171,504740,3504740,7511000,27.1118164,67.6854706,205.44,-26,0.021,0.286,-29.756,-29.732,-30.018
171,504760,3504760,7511000,27.1122894,67.6854706,205.93,-25.87,0.019,0.287,-29.668,-29.646,-29.933
171,504780,3504780,7511000,27.1127605,67.6854706,206.19,-25.85,0.018,0.287,-29.632,-29.611,-29.898
171,504800,3504800,7511000,27.1132317,67.6854706,206.55,-25.66,0.017,0.287,-29.509,-29.489,-29.777
171,504820,3504820,7511000,27.1137047,67.685463,206.7,-25.61,0.017,0.288,-29.449,-29.429,-29.716
171,504840,3504840,7511000,27.1141758,67.685463,207.52,-25.68,0.015,0.289,-29.472,-29.455,-29.744
171,504860,3504860,7511000,27.1146469,67.685463,207.5,-25.62,0.015,0.289,-29.438,-29.421,-29.71
171,504880,3504880,7511000,27.1151199,67.685463,207.72,-25.63,0.014,0.289,-29.45,-29.433,-29.722
171,504900,3504900,7511000,27.115591,67.685463,208.11,-25.64,0.015,0.29,-29.449,-29.432,-29.721
171,504920,3504920,7511000,27.1160622,67.685463,208.99,-25.64,0.015,0.291,-29.441,-29.424,-29.715
171,504940,3504940,7511000,27.1165352,67.685463,210.23,-25.59,0.014,0.292,-29.408,-29.391,-29.684
171,504960,3504960,7511000,27.1170063,67.685463,210.54,-25.55,0.012,0.293,-29.375,-29.36,-29.653
171,504980,3504980,7511000,27.1174793,67.685463,210.7,-25.48,0.011,0.293,-29.349,-29.336,-29.629
171,504999,3504999,7511000,27.1179276,67.685463,210.8,-25.56,0.01,0.293,-29.403,-29.391,-29.684
172,500015,3500015,7511100,27.0003548,67.6864014,225.81,-18.51,0.03,0.313,-22.581,-22.546,-22.859
172,500035,3500035,7511100,27.0008259,67.6864014,225.33,-18.72,0.03,0.312,-22.786,-22.751,-23.063
172,500055,3500055,7511100,27.001297,67.6864014,224.36,-18.97,0.031,0.311,-23.004,-22.968,-23.279
172,500075,3500075,7511100,27.00177,67.6864014,223.74,-19.19,0.031,0.31,-23.214,-23.179,-23.489
172,500095,3500095,7511100,27.0022411,67.6864014,223.25,-19.44,0.03,0.309,-23.428,-23.393,-23.702
172,500116,3500116,7511100,27.002737,67.6864014,223.22,-19.72,0.028,0.309,-23.637,-23.604,-23.913
172,500136,3500136,7511100,27.0032082,67.6864014,223.06,-19.84,0.027,0.309,-23.746,-23.714,-24.023
172,500156,3500156,7511100,27.0036812,67.6864014,223.18,-19.91,0.026,0.309,-23.828,-23.797,-24.107
172,500176,3500176,7511100,27.0041523,67.6864014,223.03,-19.88,0.026,0.309,-23.854,-23.824,-24.133
172,500196,3500196,7511100,27.0046234,67.6864014,223.04,-19.88,0.025,0.309,-23.887,-23.858,-24.167
172,500217,3500217,7511100,27.0051193,67.6864014,223.12,-19.86,0.024,0.309,-23.905,-23.877,-24.187
172,500237,3500237,7511100,27.0055923,67.6864014,223.01,-19.85,0.024,0.309,-23.922,-23.894,-24.203
172,500257,3500257,7511100,27.0060635,67.6864014,223.06,-19.87,0.023,0.309,-23.959,-23.932,-24.241
172,500277,3500277,7511100,27.0065365,67.6864014,223.19,-19.92,0.023,0.309,-24.018,-23.991,-24.301
172,500298,3500298,7511100,27.0070305,67.6864014,223.05,-19.98,0.023,0.309,-24.074,-24.048,-24.357
172,500318,3500318,7511100,27.0075016,67.6864014,223.05,-20.06,0.022,0.309,-24.148,-24.122,-24.432
172,500338,3500338,7511100,27.0079727,67.6864014,223.12,-20.13,0.022,0.309,-24.223,-24.198,-24.507
172,500358,3500358,7511100,27.0084457,67.6863937,223.06,-20.29,0.022,0.309,-24.36,-24.334,-24.644
